Journey_ID,Trip_ID,President,Origin_Country,Trip_Status,Start_Date,End_Date,Duration_Days,Destination_Country,Destination_Region,Destination_City,Visit_Category,Visit_Subtype,Sideline_Bilaterals,Counterpart_Event,Counterpart_Type,Trip_Objective,Source_Verification,Source_Reliability,Methodological_Notes,Tema_Foro,Verificacion_Status,MetHostHOGS,MetNonHostHOGS,NonHostHOGS_Name,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeader_Name
ARG-NK-J054,9001,Néstor Kirchner,Argentina,Completed,2004-07-24,2004-07-25,2,Venezuela,South America,Caracas,Bilateral,Working Visit,NA,Presidente Hugo Chávez,Jefe de Estado/Gobierno,Visita bilateral; firma de 9 acuerdos/memorandos de integracion energetica y financiera; reunion empresarial argentino-venezolana.,https://www.vozdeamerica.com/a/a-2004-07-26-17-1/24854.html,Medium,"Gap COLT 2026-08-03. Nota COLT menciona erroneamente 'Argentina Conference in New York', descartada por no corresponder al pais visitado.",NA,Verificada-URL,TRUE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA
ARG-NK-J055,9002,Néstor Kirchner,Argentina,Completed,2005-01-19,2005-01-20,2,France,Europe,Paris,Bilateral,Working Visit,NA,Presidente Jacques Chirac,Jefe de Estado/Gobierno,"Reunion bilateral con Jacques Chirac en el Palacio del Eliseo, Paris.",https://www.alamy.com/french-president-jacques-chirac-nestor-kirchner-for-talks-at-the-elysee-palace-in-paris-france-on-january-20-2005-photo-by-laurent-zabulonabaca-image401980738.html,Medium,"Gap COLT 2026-08-03. Fecha confirmada por agencia fotografica (Abaca/Alamy), 20/1/2005.",NA,Verificada-URL,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-NK-J056,9003,Néstor Kirchner,Argentina,Completed,2005-03-14,2005-03-14,1,Chile,South America,Santiago,Bilateral,State Visit,NA,Presidente Ricardo Lagos,Jefe de Estado/Gobierno,Visita de Estado; firma de convenios espacial/consular/educativo/antidrogas; discurso sobre la crisis del gas en La Moneda.,https://www.casarosada.gob.ar/informacion/archivo/24509-blank-57588911,High,Gap COLT 2026-08-03. COLT listaba erroneamente esta visita en 2004-03-12/13; la fuente oficial (discurso Casa Rosada) confirma que fue el lunes 14/3/2005; se descarto el candidato de 2004 por falta de evidencia (Kirchner estuvo en Bs.As. el 12/3/2004 presentando un proyecto de ley).,NA,Verificada-URL,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,FALSE,NA
ARG-NK-J057,9004,Néstor Kirchner,Argentina,Completed,2005-04-11,2005-04-14,4,Germany,Europe,Berlin,Bilateral,Working Visit,NA,Canciller Gerhard Schröder,Jefe de Estado/Gobierno,"Visita bilateral a Alemania; disertacion en la Fundacion Friedrich Ebert, Berlin, sobre relacion Argentina-Alemania y politica exterior.",https://www.casarosada.gob.ar/informacion/archivo/24705-blank-75627501,High,"Gap COLT 2026-08-03. Fuente oficial confirma la disertacion del 14/4/2005 (jueves); fecha de inicio (11/4) tomada de COLT, no verificada de forma independiente.",NA,Verificada-URL,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-NK-J058,9005,Néstor Kirchner,Argentina,Completed,2005-06-19,2005-06-20,2,Paraguay,South America,Asunción,Multilateral,Regional Summit,NA,Cumbre de Presidentes del MERCOSUR,NA,Cumbre semestral de Jefes de Estado del MERCOSUR en Asuncion.,Search Query: Kirchner cumbre presidentes Mercosur Asuncion junio 2005,Low,"Gap COLT 2026-08-03. No se hallo cobertura de prensa propia con fecha exacta de la cumbre presidencial (solo la decision CMC Nº18/05 del 19/6/2005, que corrobora la fecha de la reunion en Asuncion); patron consistente con calendario semestral MERCOSUR.",Comercio/Integración Económica,Solo-Query,TRUE,TRUE,Presidente Tabaré Vázquez,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-NK-J059,9006,Néstor Kirchner,Argentina,Completed,2005-12-09,2005-12-10,2,Uruguay,South America,Montevideo,Multilateral,Regional Summit,NA,Cumbre de Presidentes del MERCOSUR,NA,Cumbre semestral de Jefes de Estado del MERCOSUR en Montevideo; se acordo el ingreso de Venezuela al bloque.,https://www.argentina.gob.ar/normativa/nacional/acta-2-2005-115151/texto,Medium,Gap COLT 2026-08-03. Fuente oficial (Acta CMC 02/05) confirma la XXIX Reunion del Consejo del Mercado Comun en Montevideo el 7-8/12/2005 (ingreso de Venezuela); la cumbre presidencial subsiguiente (9-10/12 segun COLT) no se confirmo con fuente separada pero es coherente con el patron protocolar (cumbre de presidentes inmediatamente despues del CMC).,Comercio/Integración Económica,Verificada-URL,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-NK-J060,9007,Néstor Kirchner,Argentina,Completed,2006-01-18,2006-01-19,2,Brazil,South America,Brasília,Bilateral,Working Visit,NA,Presidente Luiz Inácio Lula da Silva,Jefe de Estado/Gobierno,Visita bilateral a Brasilia; balance de la alianza estrategica Argentina-Brasil (Consenso de Buenos Aires) y del Mercosur.,https://www.casarosada.gob.ar/informacion/archivo/24871-blank-44389396,High,"Gap COLT 2026-08-03. Fuente oficial (discurso Casa Rosada) fechada miercoles 18/1/2006, coincide exactamente con COLT.",NA,Verificada-URL,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-NK-J061,9008,Néstor Kirchner,Argentina,Completed,2006-03-10,2006-03-11,2,Chile,South America,Valparaíso,Bilateral,Inauguration/Funeral,NA,Asunción presidencial de Michelle Bachelet,Jefe de Estado/Gobierno,Asistio a la ceremonia de asuncion de Michelle Bachelet ante el Congreso Pleno en Valparaiso.,Search Query: Kirchner asuncion Bachelet 11 marzo 2006 Valparaiso Congreso delegacion argentina,Low,"Gap COLT 2026-08-03. No se hallo cobertura de prensa propia que confirme explicitamente la presencia fisica de Kirchner (las busquedas devolvieron mayormente cobertura de la segunda asuncion de Bachelet en 2014, con CFK). Se conserva por alta plausibilidad protocolar (el propio Kirchner saludo la eleccion de Bachelet en su discurso oficial en Brasilia del 18/1/2006) y por consistencia con el patron de asistencia argentina a asunciones vecinas ya documentado en la base (Uruguay 2005, Bolivia 2006). COLT marca MetHostHOGS=No pese a CulturalSiteOrCeremony=Yes, sugiriendo asistencia al acto sin bilateral formal registrado.",NA,Solo-Query,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA
ARG-NK-J062,9009,Néstor Kirchner,Argentina,Completed,2006-04-25,2006-04-26,2,Brazil,South America,São Paulo,Multilateral,Regional Summit,NA,Reunion trilateral Argentina-Brasil-Venezuela (Kirchner-Lula-Chávez),NA,Cuarta reunion trilateral con Lula y Chavez sobre el Gasoducto del Sur; se acordo abrir el proyecto a Bolivia y al resto de Sudamerica.,http://www.biblioteca.presidencia.gov.br/presidencia/ex-presidentes/luiz-inacio-lula-da-silva/galeria-de-fotos/fotos-de-viagens-nacionais-2006/presidente-lula-e-os-presidentes-nestor-kirchner-da-argentina-e-hugo-chavez-da-venezuela-encontram-se-em-sao-paulo-para-reuniao-trilateral.jpg/view,High,Gap COLT 2026-08-03. Confirmado por archivo fotografico oficial de la Presidencia de Brasil y por Infobae (26/4/2006).,Energía,Verificada-URL,TRUE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA
ARG-NK-J063,9010,Néstor Kirchner,Argentina,Completed,2006-05-11,2006-05-13,3,Austria,Europe,Vienna,Multilateral,Global Forum,NA,IV Cumbre Unión Europea - América Latina y el Caribe,NA,IV Cumbre birregional UE-ALC en Viena; discurso sobre doble estandar ambiental de los paises desarrollados (conflicto de las papeleras).,https://www.pagina12.com.ar/diario/elpais/1-66850-2006-05-13.html,Medium,"Gap COLT 2026-08-03. Confirmado por Pagina/12 (13/5/2006) y por comunicado oficial de la Comision Europea (11-12/5/2006, Viena).",Cooperación Política General,Verificada-URL,FALSE,TRUE,Presidente Hugo Chávez,TRUE,FALSE,FALSE,FALSE,FALSE,NA
